id,cityId,name
1276,67,Mulyorejo
1277,70,Megaluh
1278,68,Sukorambi
1279,67,Krembangan
1280,78,Klakah
1281,63,Wates
1282,76,Krejengan
1283,77,Takeran
1284,75,Sukosewu
1285,67,Genteng
1286,70,Perak
1287,68,Umbulsari
1288,73,Maesan
1289,83,Pagerwojo
1290,72,Gambiran
1291,63,Gampengrejo
1292,93,Suruh
1293,80,Wonodadi
1294,93,Gandusari
1295,68,Silo
1296,64,Gayam
1297,85,Mojoanyar
1298,67,Sukolilo
1299,84,Tegalombo
1300,85,Kutorejo
1301,76,Pejarakan
1302,68,Sumberbaru
1303,81,Tulangan
1304,72,Sempu
1305,88,Sine
1306,75,Margomulyo
1307,74,Rembang
1308,72,Genteng
1309,73,Taman Krocok
1310,88,Gerih
1311,68,Panti
1312,62,Ujungpangkah
1313,75,Gondang
1314,84,Nawangan
1315,78,Sumbersuko
1316,73,Jambesari Darus Sholah
1317,47,Kepil
1318,32,Kersana
1319,44,Sawit
1320,42,Cilacap Selatan
1321,42,Kampung Laut
1322,42,Cilacap Tengah
1323,42,Cilacap Utara
1324,42,Adipala
1325,42,Bantarsari
1326,42,Kesugihan
1327,42,Kawunganten
1328,42,Jeruklegi
1329,42,Maos
1330,61,Kemangkon
1331,61,Bukateja
1332,61,Kalimanah
1333,61,Kejobong
1334,61,Purbalingga
1335,61,Kaligondang
